critic_count,critic_score,developer,eu_sales,genre,global_sales,jp_sales,na_sales,name,other_sales,platform,publisher,rating,user_count,user_score,year_of_release
,,,0.08,Action,0.27,0.0,0.18,Shadow Man,0.01,N64,Acclaim Entertainment,,,,1999
,,,0.05,Strategy,0.27,0.0,0.22,Command & Conquer,0.0,N64,Nintendo,,,,1999
,,,0.02,Sports,0.27,0.0,0.25,NBA In The Zone '98,0.0,N64,Konami Digital Entertainment,,,,1997
52.0,75.0,Capcom,0.1,Action,0.27,0.0,0.13,Shadow of Rome,0.03,PS2,Capcom,M,62.0,8.3,2005
,,,0.07,Misc,0.27,0.12,0.07,Rhythm Thief & the Emperor's Treasure,0.01,3DS,Sega,,,,2012
,,,0.07,Adventure,0.27,0.19,0.0,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,0.01,Wii,Namco Bandai Games,,,,2008
,,,0.0,Action,0.27,0.27,0.0,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,0.0,3DS,Nintendo,,,,2012
16.0,62.0,Eutechnyx,0.0,Racing,0.27,0.0,0.25,NASCAR 2011: The Game,0.02,PS3,Activision,E,15.0,3.7,2011
17.0,61.0,EA Games,0.1,Action,0.27,0.0,0.13,Harry Potter and the Order of the Phoenix,0.03,PS2,Electronic Arts,E10+,28.0,8.0,2007
15.0,41.0,Next Level Games,0.1,Action,0.27,0.0,0.14,Transformers: Cybertron Adventures,0.02,Wii,Activision,T,8.0,6.5,2010
8.0,71.0,Paradigm Entertainment,0.1,Racing,0.27,0.0,0.13,Stuntman: Ignition,0.03,PS2,THQ,T,8.0,6.4,2007
,,,0.09,Misc,0.27,0.0,0.15,Monopoly,0.02,DS,Electronic Arts,,,,2010
53.0,75.0,Neversoft Entertainment,0.01,Shooter,0.27,0.0,0.24,Gun,0.02,X360,Activision,M,57.0,7.5,
12.0,62.0,Visual Concepts,0.02,Sports,0.27,0.0,0.23,NHL 2K11,0.02,Wii,Take-Two Interactive,E10+,4.0,5.8,2010
46.0,62.0,7 Studios,0.06,Action,0.27,0.0,0.2,Fantastic 4,0.01,XB,Activision,T,8.0,6.6,2005
11.0,71.0,HotGen,0.07,Sports,0.27,0.0,0.19,Mat Hoffman's Pro BMX,0.0,GBA,Activision,E,,,2001
,,FUN Labs,0.05,Sports,0.27,0.0,0.18,Rapala Pro Bass Fishing 2010,0.03,PS3,Activision,E,4.0,8.5,2010
,,Endemol,0.0,Misc,0.27,0.0,0.25,Wipeout 2,0.02,X360,Activision,E10+,,,2011
16.0,77.0,Namco,0.05,Racing,0.27,0.14,0.06,MotoGP,0.02,PS2,Namco Bandai Games,E,5.0,6.0,2000
,,,0.11,Role-Playing,0.27,0.0,0.14,Mass Effect 3,0.02,WiiU,Electronic Arts,,,,2012
7.0,68.0,Armature Studio,0.09,Action,0.27,0.0,0.16,Batman: Arkham Origins Blackgate,0.02,3DS,Warner Bros. Interactive Entertainment,T,38.0,6.8,2013
,,,0.0,Sports,0.27,0.27,0.0,Jikkyou Powerful Pro Yakyuu 2,0.0,SNES,Konami Digital Entertainment,,,,1995
56.0,77.0,Grasshopper Manufacture,0.09,Action,0.27,0.04,0.11,Shadows of the Damned,0.03,PS3,Electronic Arts,M,124.0,8.1,2011
33.0,76.0,Eugen Systems,0.19,Strategy,0.27,0.0,0.04,R.U.S.E.,0.04,PC,Ubisoft,T,176.0,8.1,2010
,,,0.0,Puzzle,0.27,0.0,0.25,Ratatouille: Food Frenzy,0.02,DS,THQ,,,,2007
,,TT Games,0.12,Action,0.27,0.0,0.1,LEGO Marvel's Avengers,0.04,PS3,Warner Bros. Interactive Entertainment,E10+,8.0,5.5,2016
20.0,42.0,"Zoe Mode, HB Studios Multimedia",0.0,Misc,0.27,0.0,0.25,Rock Revolution,0.02,PS3,Unknown,T,12.0,6.6,
,,,0.0,Simulation,0.27,0.27,0.0,Thoroughbred Breeder II,0.0,SNES,Hect,,,,1994
,,,0.0,Role-Playing,0.27,0.26,0.0,Magical Vacation,0.01,GBA,Nintendo,,,,2001
17.0,84.0,EA Sports,0.05,Sports,0.27,0.0,0.21,NBA Live 2004,0.01,GC,Electronic Arts,E,4.0,9.0,2003
,,,0.1,Racing,0.27,0.0,0.13,XGIII: Extreme G Racing,0.03,PS2,Acclaim Entertainment,,,,2001
13.0,84.0,EA Sports,0.06,Racing,0.27,0.0,0.2,NASCAR Thunder 2003,0.01,XB,Electronic Arts,E,,,2002
,,,0.1,Racing,0.27,0.0,0.15,Superbike 2000,0.02,PS,Electronic Arts,,,,1999
,,,0.22,Sports,0.27,0.05,0.0,Punch-Out!!,0.0,Wii,Nintendo,,,,2007
,,,0.08,Platform,0.27,0.0,0.16,Despicable Me: The Game,0.02,Wii,D3Publisher,,,,2010
,,Square Enix,0.0,Role-Playing,0.27,0.0,0.25,Final Fantasy XI: Ultimate Collection,0.02,X360,Square Enix,T,,,2009
,,,0.0,Strategy,0.27,0.27,0.0,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,0.0,DS,Nintendo,,,,2010
,,,0.07,Misc,0.27,0.0,0.19,Connect Four / Perfection / Trouble,0.0,GBA,Zoo Digital Publishing,,,,2005
13.0,68.0,EA Tiburon,0.0,Sports,0.27,0.0,0.24,NFL Street 3,0.02,PSP,Electronic Arts,E,,,2006
,,Konami,0.07,Sports,0.27,0.18,0.0,Pro Evolution Soccer 2013,0.03,PSP,Konami Digital Entertainment,E,,,2012
,,,0.1,Role-Playing,0.27,0.0,0.15,Alundra 2: A New Legend Begins,0.02,PS,Activision,,,,1999
16.0,56.0,Kuju Entertainment,0.1,Shooter,0.27,0.0,0.13,Reign of Fire,0.03,PS2,BAM! Entertainment,M,4.0,7.0,2002
,,,0.11,Action,0.27,0.0,0.08,Scooby-Doo! and the Spooky Swamp,0.08,PS2,Warner Bros. Interactive Entertainment,,,,2010
4.0,65.0,Amble,0.09,Action,0.27,0.0,0.14,Beyblade: Metal Masters,0.03,DS,Konami Digital Entertainment,E,,,2010
,,,0.0,Sports,0.27,0.25,0.0,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,0.02,PS,Konami Digital Entertainment,,,,1998
15.0,66.0,Maxis,0.05,Simulation,0.27,0.0,0.21,The Sims 2: Pets,0.01,GC,Electronic Arts,T,8.0,7.3,2006
,,Electronic Arts,0.0,Simulation,0.27,0.0,0.25,Littlest Pet Shop: Beach Friends,0.02,DS,Electronic Arts,E,,,2009
16.0,69.0,Indies Zero,0.09,Action,0.27,0.0,0.15,Ultimate NES Remix,0.02,3DS,Unknown,E,32.0,7.6,2014
,,Gusto Games,0.0,Puzzle,0.27,0.0,0.25,I Spy: Spooky Mansion,0.02,Wii,Storm City Games,E,,,2010
46.0,78.0,Haemimont,0.13,Strategy,0.27,0.0,0.1,Tropico 4,0.04,PC,Kalypso Media,T,359.0,7.7,2011
23.0,79.0,Blue Castle Games,0.08,Sports,0.27,0.0,0.18,The BIGS,0.0,X360,Take-Two Interactive,E,21.0,8.4,2007
,,,0.0,Racing,0.27,0.27,0.0,Initial D: Special Stage,0.0,PS2,Sega,,,,2003
13.0,75.0,Blue Tongue Entertainment,0.1,Simulation,0.27,0.0,0.13,Jurassic Park: Operation Genesis,0.03,PS2,Konami Digital Entertainment,T,21.0,8.9,2003
,,,0.1,Shooter,0.27,0.0,0.15,Final Doom,0.02,PS,GT Interactive,,,,1995
10.0,71.0,989 Sports,0.1,Sports,0.27,0.0,0.15,NBA ShootOut 2001,0.02,PS,Sony Computer Entertainment,E,,,2000
,,Ubisoft,0.0,Misc,0.27,0.0,0.25,Just Dance Kids 2,0.02,Wii,Ubisoft,E,,,2011
20.0,78.0,Electronic Arts,0.06,Sports,0.27,0.0,0.2,Knockout Kings 2002,0.01,XB,Electronic Arts,T,7.0,7.9,2002
,,"GameMill Publishing, 1st Playable Productions",0.0,Misc,0.27,0.0,0.25,Pinkalicious,0.02,DS,GameMill Entertainment,E,,,2011
,,Activision,0.0,Sports,0.27,0.0,0.25,Cabela's Big Game Hunter 2010,0.02,X360,Activision Value,T,5.0,5.6,2009
,,,0.04,Fighting,0.27,0.14,0.06,Battle Arena Toshinden 3,0.02,PS,Sony Computer Entertainment,,,,1996
,,,0.1,Role-Playing,0.27,0.0,0.15,Jade Cocoon: Story of the Tamamayu,0.02,PS,Crave Entertainment,,,,1998
,,,0.0,Puzzle,0.27,0.27,0.0,Super Nazo Puyo: Ruruu no Ruu,0.0,SNES,Banpresto,,,,1995
14.0,52.0,Eighting,0.1,Fighting,0.27,0.0,0.13,InuYasha: Feudal Combat,0.03,PS2,Namco Bandai Games,T,21.0,8.3,2005
,,The Learning Company,0.0,Misc,0.27,0.0,0.25,Reader Rabbit Kindergarten,0.02,DS,Nordic Games,E,,,2008
45.0,78.0,Eugen Systems,0.11,Strategy,0.27,0.0,0.12,R.U.S.E.,0.02,X360,Ubisoft,T,38.0,7.0,2010
20.0,66.0,High Voltage Software,0.1,Strategy,0.27,0.0,0.13,Duel Masters,0.03,PS2,Atari,E,6.0,8.3,2004
,,,0.0,Role-Playing,0.27,0.0,0.24,Dragon Age Origins: Awakening,0.02,PS3,Spike,,,,2010
10.0,71.0,"Mac Play, MacPlay",0.0,Puzzle,0.27,0.0,0.25,Super Collapse! 3,0.02,DS,Mumbo Jumbo,E,,,2007
14.0,56.0,Heavy Iron Studios,0.02,Action,0.27,0.0,0.23,Ratatouille,0.02,X360,THQ,E,,,2007
8.0,41.0,Ubisoft Vancouver,0.1,Sports,0.27,0.0,0.14,MotionSports: Adrenaline,0.03,X360,Ubisoft,E,7.0,7.4,2011
,,Yuke's,0.1,Adventure,0.27,0.0,0.13,The Dog Island,0.03,PS2,Ubisoft,E,6.0,7.0,2007
,,,0.0,Puzzle,0.27,0.0,0.24,Cake Mania 2: Jill's Next Adventure!,0.02,DS,Majesco Entertainment,,,,2008
,,Harmonix Music Systems,0.0,Misc,0.27,0.0,0.24,AC/DC LIVE: Rock Band Track Pack,0.02,Wii,MTV Games,T,5.0,7.2,2008
11.0,58.0,EA Montreal,0.0,Misc,0.27,0.0,0.24,Boogie,0.02,DS,Electronic Arts,E10+,,,2007
,,,0.0,Sports,0.27,0.27,0.0,Jikkyou Powerful Pro Yakyuu 2010,0.0,PS3,Konami Digital Entertainment,,,,2010
,,Majesco Games,0.07,Action,0.27,0.0,0.19,Operation Armored Liberty,0.0,GBA,Majesco Entertainment,T,,,2003
24.0,63.0,SCEA,0.0,Sports,0.27,0.01,0.24,NBA 07,0.02,PS3,Sony Computer Entertainment,E,10.0,6.3,2006
62.0,47.0,Techland,0.1,Shooter,0.27,0.0,0.14,Call of Juarez: The Cartel,0.03,X360,Ubisoft,M,109.0,5.7,2011
4.0,59.0,"Ubisoft, Sensory Sweep",0.0,Misc,0.27,0.0,0.24,My Japanese Coach,0.02,DS,Ubisoft,E,6.0,6.7,2008
,,THQ,0.0,Puzzle,0.27,0.0,0.25,Are You Smarter than a 5th Grader? Game Time,0.02,Wii,THQ,E,,,2009
4.0,45.0,EA Canada,0.01,Racing,0.27,0.0,0.24,Need for Speed: Most Wanted,0.02,DS,Electronic Arts,E,22.0,6.1,2005
,,,0.1,Action,0.27,0.0,0.13,And1 Streetball,0.03,PS2,Ubisoft,,,,2006
49.0,69.0,TimeGate Studios,0.09,Shooter,0.27,0.0,0.15,Section 8,0.02,X360,SouthPeak Games,T,59.0,7.3,2009
,,,0.03,Sports,0.27,0.0,0.23,Summer Athletics: The Ultimate Challenge (US sales),0.0,Wii,DTP Entertainment,,,,2008
,,,0.07,Misc,0.27,0.0,0.19,Sonic X: Game Boy Advance Video Volume 1,0.0,GBA,,,,,2004
18.0,87.0,Visual Concepts,0.06,Sports,0.27,0.0,0.2,ESPN NBA Basketball,0.01,XB,Sega,E,25.0,8.2,2003
,,,0.0,Sports,0.27,0.25,0.0,Gallop Racer 2: One and Only Road to Victory,0.02,PS,Tecmo Koei,,,,1997
,,,0.0,Misc,0.26,0.0,0.25,Sesame Street: Cookie's Counting Carnival,0.02,DS,Warner Bros. Interactive Entertainment,,,,2010
14.0,46.0,Pacific Century Cyber Works,0.09,Misc,0.26,0.03,0.11,Lowrider,0.03,PS2,Pacific Century Cyber Works,T,11.0,8.4,2002
9.0,40.0,Heavy Iron Studios,0.1,Action,0.26,0.0,0.12,Family Guy: Back to the Multiverse,0.04,PS3,Activision,M,31.0,6.4,2012
22.0,75.0,Visual Concepts,0.0,Sports,0.26,0.0,0.24,All-Pro Football 2K8,0.02,X360,Take-Two Interactive,E10+,52.0,6.8,2007
,,,0.07,Role-Playing,0.26,0.0,0.19,Dungeons & Dragons: Eye of the Beholder,0.0,GBA,Atari,,,,2002
9.0,46.0,"LDW, Big Fish Games",0.0,Simulation,0.26,0.0,0.24,Fish Tycoon,0.02,DS,Majesco Entertainment,E,6.0,7.0,2007
27.0,89.0,PopCap,0.0,Strategy,0.26,0.0,0.24,Plants vs. Zombies,0.02,X360,PopCap Games,E10+,160.0,8.2,2010
,,,0.06,Adventure,0.26,0.0,0.19,Megamind: The Blue Defender,0.02,DS,THQ,,,,2010
,,,0.0,Action,0.26,0.26,0.0,Gundam Breaker,0.0,PS3,Namco Bandai Games,,,,2013
,,,0.0,Shooter,0.26,0.26,0.0,The House of the Dead 2,0.0,DC,Sega,,,,1998
28.0,73.0,"Rocksteady Studios, Virtuos",0.16,Action,0.26,0.0,0.07,Batman: Return to Arkham,0.04,PS4,Warner Bros. Interactive Entertainment,T,79.0,8.5,2016
,,,0.0,Simulation,0.26,0.26,0.0,A.C.E.: Another Century's Episode R,0.0,PS3,Namco Bandai Games,,,,2010
16.0,53.0,Human Head Studios,0.1,Action,0.26,0.0,0.13,Rune: Viking Warlord,0.03,PS2,Take-Two Interactive,M,11.0,7.3,2001
42.0,55.0,Edge of Reality,0.02,Action,0.26,0.0,0.22,The Incredible Hulk,0.02,X360,Sega,T,24.0,6.4,2008
41.0,90.0,Smilebit,0.05,Shooter,0.26,0.04,0.16,Panzer Dragoon Orta,0.01,XB,Sega,T,64.0,8.5,2002
,,,0.0,Sports,0.26,0.25,0.0,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,0.02,PS,Konami Digital Entertainment,,,,1999
,,,0.0,Action,0.26,0.26,0.0,Aikatsu! 2-nin no My Princess,0.0,3DS,Namco Bandai Games,,,,2013
,,,0.06,Role-Playing,0.26,0.11,0.08,King's Field II,0.02,PS,From Software,,,,1996
4.0,87.0,Indies Zero,0.0,Simulation,0.26,0.0,0.25,America's Test Kitchen: Let's Get Cooking,0.02,DS,Nintendo,E,9.0,5.6,2010
,,,0.1,Sports,0.26,0.0,0.15,NCAA Gamebreaker,0.02,PS,Sony Computer Entertainment,,,,1996
,,Ubisoft,0.14,Strategy,0.26,0.0,0.09,Battle of Giants: Mutant Insects,0.03,DS,Ubisoft,E10+,,,2010
,,Ubisoft,0.1,Simulation,0.26,0.0,0.13,Petz: Horsez 2,0.03,PS2,Ubisoft,E,,,2007
,,FUN Labs,0.1,Shooter,0.26,0.0,0.13,NPPL: Championship Paintball 2009,0.03,PS2,Activision Value,E10+,11.0,8.3,2008
24.0,76.0,Konami,0.01,Role-Playing,0.26,0.15,0.09,Suikoden Tierkreis,0.01,DS,Konami Digital Entertainment,E10+,37.0,7.4,2008
48.0,51.0,EA Tiburon,0.01,Action,0.26,0.0,0.23,Superman Returns,0.02,X360,Electronic Arts,T,49.0,6.2,2006
28.0,84.0,Atlus,0.0,Role-Playing,0.26,0.12,0.13,Shin Megami Tensei: Devil Survivor,0.01,DS,Atlus,T,79.0,8.8,2009
,,Exient Entertainment,0.09,Strategy,0.26,0.0,0.15,Angry Birds Star Wars,0.02,Wii,Activision,E,5.0,2.8,2013
,,,0.1,Platform,0.26,0.0,0.15,Tomba!,0.02,PS,Sony Computer Entertainment,,,,1997
,,,0.0,Simulation,0.26,0.26,0.0,Love Plus,0.0,DS,Konami Digital Entertainment,,,,2009
,,,0.01,Role-Playing,0.26,0.25,0.0,Tales of Eternia,0.0,PSP,Ubisoft,,,,2005
,,,0.0,Role-Playing,0.26,0.26,0.0,Tales of Innocence,0.0,DS,Namco Bandai Games,,,,2007
70.0,81.0,Media Molecule,0.13,Platform,0.26,0.0,0.09,Tearaway Unfolded,0.04,PS4,Sony Computer Entertainment,E,188.0,8.1,2015
11.0,56.0,Blue Shift,0.1,Sports,0.26,0.0,0.13,MLB SlugFest 2006,0.03,PS2,Midway Games,E10+,10.0,7.5,2006
17.0,82.0,Atlus,0.0,Role-Playing,0.26,0.16,0.09,Etrian Odyssey II: Heroes of Lagaard,0.01,DS,Atlus,E10+,24.0,8.9,2008
,,,0.0,Racing,0.26,0.26,0.0,Virtua Racing,0.0,GEN,Sega,,,,1994
,,,0.07,Action,0.26,0.0,0.19,Rugrats: I Gotta Go Party,0.0,GBA,THQ,,,,2002
26.0,55.0,Edge of Reality,0.02,Action,0.26,0.0,0.22,The Incredible Hulk,0.02,PS3,Sega,T,20.0,6.8,2008
39.0,68.0,Access Games,0.06,Action,0.26,0.0,0.18,Deadly Premonition,0.02,X360,Rising Star Games,M,332.0,8.2,2010
,,Ludia Inc.,0.0,Misc,0.26,0.0,0.24,Family Feud: 2010 Edition,0.02,DS,Ubisoft,E,,,2009
,,,0.0,Misc,0.26,0.26,0.0,DS Bungaku Zenshuu,0.0,DS,Nintendo,,,,2007
,,Avalanche Software,0.02,Adventure,0.26,0.0,0.09,Bolt,0.16,PS2,Disney Interactive Studios,E10+,,,2008
6.0,49.0,THQ,0.04,Action,0.26,0.0,0.21,Marvel Super Hero Squad: The Infinity Gauntlet,0.02,Wii,THQ,E10+,,,2010
,,,0.0,Sports,0.26,0.26,0.0,Inazuma Eleven GO 3: Galaxy,0.0,3DS,Level 5,,,,2013
7.0,50.0,Razorworks Studios,0.1,Racing,0.26,0.0,0.13,Ford Racing 3,0.03,PS2,Take-Two Interactive,E,8.0,6.6,2004
,,,0.14,Fighting,0.26,0.0,0.08,J Stars Victory Vs.,0.04,PS4,Namco Bandai Games,,,,2015
27.0,59.0,Ubisoft Montpellier,0.15,Action,0.26,0.0,0.06,The Adventures of Tintin: The Game,0.05,PS3,Ubisoft,E10+,13.0,5.7,2011
,,,0.25,Shooter,0.26,0.0,0.0,Call of Duty: Black Ops 3,0.01,PC,Activision,,,,2015
,,Sonic Team,0.08,Role-Playing,0.26,0.05,0.1,Phantasy Star Universe: Ambition of the Illuminus,0.03,PS2,Sega,T,8.0,8.4,2007
,,,0.0,Sports,0.26,0.26,0.0,Jikkyou Powerful Pro Yakyuu 2013,0.0,PS3,Konami Digital Entertainment,,,,2013
4.0,53.0,Visual Concepts,0.0,Sports,0.26,0.0,0.24,Major League Baseball 2K10,0.02,Wii,Take-Two Interactive,E,,,2010
5.0,55.0,Human Soft,0.07,Action,0.26,0.0,0.19,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,0.0,GBA,THQ,E,,,2002
22.0,63.0,Spike,0.03,Fighting,0.26,0.09,0.11,Dragon Ball Z: Tenkaichi Tag Team,0.03,PSP,Namco Bandai Games,T,20.0,8.6,2010
41.0,80.0,Atlus,0.01,Role-Playing,0.26,0.14,0.1,Etrian Odyssey Untold: The Millennium Girl,0.01,3DS,Atlus,T,89.0,8.2,2013
,,,0.0,Action,0.26,0.26,0.0,Sengoku Basara 2,0.0,PS2,Capcom,,,,2006
,,,0.07,Platform,0.26,0.0,0.19,Hey Arnold! The Movie,0.0,GBA,THQ,,,,2002
25.0,83.0,TOSE,0.0,Role-Playing,0.26,0.26,0.0,Final Fantasy V Advance,0.01,GBA,Nintendo,E,75.0,7.2,2006
,,EA Canada,0.07,Racing,0.26,0.0,0.19,Need for Speed: Most Wanted,0.0,GBA,Electronic Arts,E,14.0,8.3,2005
12.0,76.0,Warthog,0.1,Simulation,0.26,0.0,0.15,Star Trek: Invasion,0.02,PS,Activision,E,,,2000
20.0,67.0,LucasArts,0.05,Shooter,0.26,0.0,0.2,Star Wars: Bounty Hunter,0.01,GC,LucasArts,T,16.0,7.6,2002
,,Traveller's Tales,0.1,Action,0.26,0.0,0.1,LEGO Harry Potter: Years 5-7,0.06,PSP,Warner Bros. Interactive Entertainment,E10+,,,
,,,0.1,Fighting,0.26,0.0,0.13,Tom and Jerry in War of the Whiskers,0.03,PS2,Ubisoft,,,,2002
,,,0.0,Adventure,0.26,0.26,0.0,Ace Attorney Investigations 2,0.0,DS,Capcom,,,,2011
11.0,64.0,Omega Force,0.04,Action,0.26,0.16,0.04,Dynasty Warriors 7: Xtreme Legends,0.02,PS3,Tecmo Koei,T,9.0,7.8,2011
,,Blitz Games,0.01,Simulation,0.26,0.0,0.23,Bratz: The Movie,0.02,Wii,THQ,E,6.0,5.0,2007
,,,0.24,Puzzle,0.26,0.0,0.0,TouchMaster 3(Others sales),0.02,DS,Warner Bros. Interactive Entertainment,,,,2009
11.0,70.0,Bandai,0.0,Fighting,0.26,0.0,0.26,Naruto: Ultimate Ninja Heroes,0.0,PSP,Namco Bandai Games,T,11.0,6.6,2006
13.0,63.0,"Rovio Mobile, Rovio Entertainment",0.05,Action,0.26,0.0,0.18,Angry Birds Trilogy,0.02,X360,Activision,E,27.0,3.5,2012
,,,0.0,Sports,0.26,0.26,0.0,Jikkyou Powerful Pro Yakyuu 2011,0.0,PS3,Konami Digital Entertainment,,,,2011
5.0,61.0,2K Sports,0.0,Sports,0.26,0.0,0.24,Major League Baseball 2K9,0.02,Wii,Take-Two Interactive,E,10.0,4.5,2009
,,,0.05,Misc,0.26,0.07,0.14,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,0.01,GBA,Konami Digital Entertainment,,,,2006
12.0,68.0,Yuke's,0.12,Sports,0.26,0.0,0.12,WWE 2K17,0.02,XOne,Take-Two Interactive,T,27.0,5.5,2016
,,,0.0,Sports,0.26,0.25,0.0,Power Pro Kun Pocket 5,0.01,GBA,Konami Digital Entertainment,,,,2003
55.0,73.0,Eidos Interactive,0.02,Strategy,0.26,0.0,0.21,Battlestations: Midway,0.02,X360,Eidos Interactive,T,40.0,7.1,2007
,,,0.0,Adventure,0.26,0.25,0.0,Konjiki no Gashbell!! Makai no Bookmark,0.01,GBA,Banpresto,,,,2004
14.0,59.0,Spike,0.1,Racing,0.26,0.0,0.13,Riding Spirits,0.03,PS2,BAM! Entertainment,E,17.0,9.0,2002
16.0,81.0,Slightly Mad Studios,0.13,Racing,0.26,0.0,0.11,Project CARS,0.02,XOne,Slightly Mad Studios,E,135.0,5.8,2015
12.0,78.0,SCEA San Diego Studios,0.0,Sports,0.26,0.0,0.24,MLB 09: The Show,0.02,PSP,Sony Computer Entertainment,E,7.0,6.9,2009
8.0,66.0,Metro,0.03,Misc,0.26,0.18,0.04,Bust A Groove 2,0.02,PS,Enix Corporation,E,35.0,8.9,1999
16.0,59.0,Level 5,0.01,Role-Playing,0.26,0.25,0.0,Inazuma Eleven Strikers,0.0,Wii,Nintendo,,10.0,7.9,2011
,,,0.14,Action,0.26,0.02,0.06,The Amazing Spider-Man 2 (2014),0.04,PS3,Activision,,,,2014
,,,0.0,Misc,0.26,0.26,0.0,Hatsune Miku: Project Diva,0.0,PSP,Sega,,,,2009
,,,0.0,Fighting,0.26,0.26,0.0,Gundam Battle Universe,0.0,PSP,Namco Bandai Games,,,,2008
,,,0.0,Action,0.26,0.26,0.0,Sengoku Basara: Battle Heroes,0.0,PSP,Capcom,,,,2009
,,,0.05,Shooter,0.26,0.0,0.21,Armorines: Project S.W.A.R.M.,0.0,N64,Acclaim Entertainment,,,,1999
,,,0.05,Action,0.26,0.0,0.21,Nightmare Creatures,0.0,N64,Activision,,,,1996
,,,0.05,Simulation,0.26,0.0,0.21,Star Wars Episode I: Battle for Naboo,0.0,N64,LucasArts,,,,2000
,,,0.05,Shooter,0.26,0.0,0.21,Duke Nukem: Zero Hour,0.0,N64,GT Interactive,,,,1999
,,EA Canada,0.1,Sports,0.26,0.0,0.13,NCAA March Madness 08,0.03,PS2,Electronic Arts,E,8.0,5.0,2007
19.0,73.0,From Software,0.05,Simulation,0.26,0.14,0.06,Armored Core: Nexus,0.02,PS2,Indie Games,T,7.0,8.7,2004
,,Take-Two Interactive,0.0,Misc,0.26,0.0,0.24,Dora the Explorer: Dora Saves the Crystal Kingdom,0.02,Wii,Take-Two Interactive,E,,,2009
14.0,44.0,Konami,0.1,Sports,0.26,0.0,0.13,Evolution Skateboarding,0.03,PS2,Konami Digital Entertainment,T,9.0,6.7,2002
,,Cinegroupe,0.07,Adventure,0.26,0.0,0.19,Dora the Explorer: The Search for Pirate Pig's Treasure,0.0,GBA,NewKidCo,E,,,2002
,,,0.0,Action,0.26,0.26,0.0,Yakuza: Ishin,0.0,PS3,Sega,,,,2014
,,iWin,0.0,Simulation,0.26,0.0,0.24,Babysitting Mania,0.02,DS,Majesco Entertainment,E,,,2008
5.0,49.0,Artificial Mind and Movement,0.07,Misc,0.26,0.0,0.16,Scene It? Twilight,0.02,Wii,Konami Digital Entertainment,T,,,2009
33.0,77.0,Hypnotix,0.06,Sports,0.26,0.0,0.19,Outlaw Volleyball,0.01,XB,TDK Mediactive,M,7.0,8.4,2003
17.0,70.0,Ubisoft Montreal,0.05,Adventure,0.26,0.0,0.2,Batman: Vengeance,0.01,GC,Ubisoft,T,16.0,5.8,2001
,,,0.01,Sports,0.26,0.0,0.24,RealSports Football,0.0,2600,Atari,,,,1981
,,EA Tiburon,0.01,Sports,0.26,0.0,0.12,Tiger Woods PGA Tour 10,0.13,PS2,Electronic Arts,E,,,2009
,,Destineer,0.0,Sports,0.26,0.0,0.24,Summer Sports 2: Island Sports Party,0.02,Wii,Ubisoft,E,,,2008
,,,0.0,Strategy,0.26,0.26,0.0,SD Gundam G Generation: Cross Drive,0.0,DS,Namco Bandai Games,,,,2007
,,,0.06,Role-Playing,0.26,0.0,0.19,Dungeons & Dragons Heroes,0.01,XB,Atari,,,,2003
,,"Lexis Numerique, Virtual Toys",0.0,Simulation,0.26,0.0,0.24,Imagine: Fashion Party,0.02,Wii,Ubisoft,E,,,2009
,,,0.1,Racing,0.26,0.0,0.14,McGrath Vs. Pastrana Freestyle Motocross,0.02,PS,Acclaim Entertainment,,,,2000
44.0,67.0,"Treyarch, Shaba Games",0.04,Action,0.26,0.0,0.2,Spider-Man: Web of Shadows,0.02,PS3,Activision,T,34.0,7.9,2008
21.0,67.0,Prokion,0.1,Role-Playing,0.26,0.0,0.13,Legaia 2: Duel Saga,0.03,PS2,Eidos Interactive,T,43.0,8.4,2001
10.0,66.0,Vicarious Visions,0.05,Racing,0.26,0.0,0.2,Crash Nitro Kart,0.01,GC,Vivendi Games,E,8.0,7.4,2003
,,Omega Force,0.0,Action,0.26,0.26,0.0,Samurai Warriors 4,0.0,PS3,Tecmo Koei,T,11.0,8.0,2014
,,,0.04,Action,0.26,0.11,0.1,Classic NES Series: Bomberman,0.01,GBA,Nintendo,,,,2004
17.0,55.0,2K Shanghai,0.09,Sports,0.26,0.0,0.14,Don King Boxing,0.03,Wii,Take-Two Interactive,T,,,2009
29.0,77.0,Monster Games Inc.,0.0,Racing,0.26,0.0,0.24,ExciteBots: Trick Racing,0.02,Wii,Nintendo,E,26.0,8.6,2009
,,,0.0,Simulation,0.26,0.26,0.0,A.C.E.: Another Century's Episode,0.0,PS2,Banpresto,,,,2005
6.0,59.0,Konami Computer Entertainment Hawaii,0.07,Action,0.26,0.0,0.18,Frogger's Journey: The Forgotten Relic,0.0,GBA,Konami Digital Entertainment,E,,,2003
,,,0.0,Fighting,0.26,0.26,0.0,X-Men vs. Street Fighter,0.0,SAT,Capcom,,,,1997
